class,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
LinearSVR,20,42041,2103,2102,0.2179449471770336,4.930908362074387,3.9486203615604185,6.374881065651761,0.5508255793748251,4.930908362074387,3.9486203615604185,6.374881065651761,0.5508255793748251,12,12,0,0.1666666666666666,0.3770873468651583,2.458417392618307e-13,5.630626298883787,0.3482256696857205,3.884916019625985,0.00670059,41.64599478383172,1.4666783523399336,0.0,0,0,0,11.1,11,12,0.3,10.9,10,12,0.5385164807134504,11.8,11,12,0.3999999999999999,1,1,1,0,0,0,0,0,10,10,10,0,0.008760049,2101,2,0.0
XGBRegressor,10,8061,807,806,0.3,4.838033214337328,3.4739454094292808,5.955334987593052,0.8206025550342265,4.838033214337328,3.4739454094292808,5.955334987593052,0.8206025550342265,4,4,0,0.5,1.9781356126753349,1.4642286583213856e-06,4.887273464275212,0.7964945692730128,10.834171951300943,0.9008607302762348,29.39482384550004,4.8437359365978585,0.0,0,0,0,2.8,2,3,0.3999999999999999,3.0,3,3,0.0,4.0,4,4,0.0,2,2,2,0,0,0,0,0,1,1,1,0,0.018715338,2,2,0.5004024235381879
XGBRegressor,20,17280,864,864,0.0,5.05787037,3.356481481481482,6.712962962962964,1.020948805,5.05787037,3.356481481481482,6.712962962962964,1.020948805,7,7,0,0.1666666666666666,2.4711311988124907,3.463784416676213e-06,5.030777623987493,0.6785845810438086,10.946945113799858,0.009604812,31.80358208975392,4.069728429,0.0,0,0,0,5.8,1,7,1.6613247725836149,6.05,6,7,0.2179449471770336,7.0,7,7,0.0,6,6,6,0,4,4,4,0,0,0,0,0,0.062240441,0,0,0.3250829733914482
QUANTILEREGRESSOR,5,10366,2074,2073,0.3999999999999999,5.026089674796634,4.580520732883317,5.354558610709118,0.2859123836732359,5.026089674796634,4.580520732883317,5.354558610709118,0.2859123836732359,5,4,1,0.1666666666666666,0.3450710593911859,0.06704511,0.6103187155755414,0.000351197,0.4581742126123018,0.1180685995672559,0.9034703420908988,0.001118617,1.0,1,1,0,0.0,0,0,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.067074035,0,0,0.0
HUBERREGRESSOR,20,17280,864,864,0.0,4.947916666666666,3.8194444444444446,6.134259259,0.7208288360072842,4.947916666666666,3.8194444444444446,6.134259259,0.7208288360072842,4,4,0,0.1666666666666666,0.4238661345640039,0.0,1.727176685072958,0.1083616300883007,1.100385079763796,0.0,6.192696007820027,0.675688427,0.05,0,1,0,0.75,0,1,0.4330127018922193,3.05,3,4,0.2179449471770336,3.95,3,4,0.2179449471770336,2,2,2,0,0,0,0,0,0,0,0,0,0.049112819,0,0,0.0
LASSO,10,11520,1152,1152,0.0,5.017361111111111,4.513888888888888,5.555555555555555,0.3719493973199401,5.017361111111111,4.513888888888888,5.555555555555555,0.3719493973199401,5,4,1,0.5,1.927091381495236,3.2029253480534617e-06,3.3410137462939247,0.402128206,10.109975931632311,0.007071951,16.667362447131193,1.249609382376244,1.0,1,1,0,3.1,0,5,1.6401219466856725,4.3,4,5,0.458257569,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.049175743,0,0,0.6108643020548935
XGBRegressor,10,34560,3456,3456,0.0,5.011574074074074,4.571759259,5.758101851851852,0.3738802153984513,5.011574074074074,4.571759259,5.758101851851852,0.3738802153984513,5,4,1,0.1666666666666666,1.8162702685520824,0.00342466,4.525716862964749,0.8156010082294203,8.191426360791032,0.3655820676063448,23.93733452046208,4.6653712051127245,1.0,1,1,0,2.9,1,5,1.445683229480096,4.4,4,5,0.4898979485566356,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.03839722,0,0,0.6730116670092565
LinearSVR,5,14016,2804,2803,0.3999999999999999,5.087095902444039,4.350927247,5.4584373885123085,0.3852334397979414,5.087095902444039,4.350927247,5.4584373885123085,0.3852334397979414,1,1,0,0.5,1.13808709,0.005346597,2.4083528791675213,0.0,2.1698256287444715,1.165074728892938,4.6875547012179455,0.0,0.0,0,0,0,0.2,0,1,0.4,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.024859313,0,0,0.6730116670092565
LASSO,5,10366,2074,2073,0.3999999999999999,4.939263646,4.532304725168756,5.258080077182827,0.2711399298099588,4.939263646,4.532304725168756,5.258080077182827,0.2711399298099588,5,5,0,0.5,1.0589589684638283,3.4121053533150003e-06,2.567418380867719,0.4165662697714067,5.458283127628881,1.1254584601872732,11.872163156229211,2.084569768691641,0.0,0,0,0,4.0,4,4,0.0,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.3009351704141777,0,0,0.0
LASSO,10,42041,4205,4204,0.3,4.995130055629032,4.732461355529132,5.280685061845861,0.1448937010952472,4.995130055629032,4.732461355529132,5.280685061845861,0.1448937010952472,2,2,0,0.1666666666666666,2.057693169950011,0.002754854,5.042776519745312,0.917387418,13.221470569079122,0.1885318747764977,31.02927884,2.948875203809253,0.0,0,0,0,1.1,1,2,0.3,1.0,1,1,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.010506768,0,0,0.0
XGBRegressor,5,27646,5530,5529,0.3999999999999999,5.002532431,4.865255923313439,5.1365527220112135,0.086838291,5.002532431,4.865255923313439,5.1365527220112135,0.086838291,4,4,0,0.1666666666666666,2.3796686531084084,0.9410813292081116,4.587106200553955,0.001477499,9.595997749216084,0.1009089850243092,25.025065575711043,0.028499247,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1442632831834315,0,0,0.0
LASSO,10,38011,3802,3801,0.3,5.056423591288928,4.183109707971586,5.472244146277296,0.3530145256700233,5.056423591288928,4.183109707971586,5.472244146277296,0.3530145256700233,1,1,0,0.1666666666666666,0.2265091658264169,0.006278724,0.7227148559732605,0.0,1.1813100272210386,0.7975621836007174,1.440555011639912,0.0,0.0,0,0,0,0.1,0,1,0.3,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.014755707,0,0,0.0
XGBRegressor,5,6911,1383,1382,0.4,4.803971735,4.269175109,5.426917510853835,0.3930246402058069,4.803971735,4.269175109,5.426917510853835,0.3930246402058069,2,2,0,0.5,0.9615689813146828,0.0,4.527036526,1.502253314905161,5.880744386471266,1.1888264599716691,24.915810652344284,7.982109939,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.3758314935959759,0,0,0.0
HUBERREGRESSOR,20,31101,1556,1555,0.2179449471770337,4.977334909364435,4.051446945337621,5.787781350482315,0.5057416894470332,4.977334909364435,4.051446945337621,5.787781350482315,0.5057416894470332,3,3,0,0.1666666666666666,0.034865688,0.002804517,0.1971697206524755,0.021750287,1.2221850439090731,0.842597605,1.306749071662071,0.044655633,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.2953778617771392,0,0,0.0
XGBRegressor,15,31096,2074,2073,0.2494438257849294,4.990985568070474,4.003859141341052,5.740472744814279,0.478686994,4.990985568070474,4.003859141341052,5.740472744814279,0.478686994,2,2,0,0.1666666666666666,0.1882641744665272,2.902230717773626e-06,1.233353013,0.3275971293585162,1.209633902920448,0.1127273314879246,1.5014832149473667,0.2879529562745401,0.0,0,0,0,1.2,1,2,0.4000000000000001,1.0,1,1,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0.011730851,31,31,0.3926744672275521
QUANTILEREGRESSOR,20,42041,2103,2102,0.2179449471770336,4.999880104223363,4.043767840152237,6.470028544243577,0.5036654590987891,4.999880104223363,4.043767840152237,6.470028544243577,0.5036654590987891,1,0,1,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0.0,0,0,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.058152152,0,0,0.5623351446188083
HUBERREGRESSOR,15,31096,2074,2073,0.2494438257849294,4.987789774795037,4.196816208393632,5.836951278340569,0.4617215551408155,4.987789774795037,4.196816208393632,5.836951278340569,0.4617215551408155,6,6,0,0.1666666666666666,2.2208568302485983,1.5869506104175563e-05,5.396940604923857,0.6372239145676796,12.752537567918328,0.090283683,36.19686254104663,4.953960098851369,0.0,0,0,0,4.8,3,6,0.7483314773547886,5.0,5,5,0.0,6.0,6,6,0.0,3,3,3,0,1,1,1,0,2,2,2,0,0.013901632,230,6,0.3926744672275521
XGBRegressor,5,6911,1383,1382,0.4,4.977601702710084,4.196816208393632,5.426917510853835,0.4473033454326449,4.977601702710084,4.196816208393632,5.426917510853835,0.4473033454326449,4,4,0,0.1666666666666666,0.9278491014521612,0.6192452506773141,1.2687348776901948,0.000917526,0.4408019948229816,0.011799561,0.8589479243899363,0.001728987,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.2069857058179814,0,0,0.0
XGBRegressor,10,24191,2420,2419,0.3,4.981207657012836,3.637866887143448,6.200909466721786,0.713553595,4.981207657012836,3.637866887143448,6.200909466721786,0.713553595,1,1,0,0.1666666666666666,0.4062898495630123,1.5646249882280543e-05,1.884764165025768,0.0,1.273834761061758,0.8449751643472303,2.3587270838583634,0.0,0.0,0,0,0,0.4,0,1,0.4898979485566356,0.0,0,0,0.0,0.9,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.015813267,0,0,0.5004024235381879
XGBRegressor,5,14016,2804,2803,0.3999999999999999,5.065664819077583,4.707560628,5.494113449875133,0.2664709410397506,5.065664819077583,4.707560628,5.494113449875133,0.2664709410397506,3,1,2,0.5,0.8885623542168976,0.1972982238858041,2.3592896983750262,0.0,1.7976270885878711,0.9560306592299956,4.316556661099998,0.0,1.1063236870310826,1,2,0,0.2,0,1,0.4000000000000001,1.6,1,2,0.4898979485566356,2.6,2,3,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0.021615359,0,0,0.6730116670092565
LASSO,5,4031,807,806,0.4,4.911767690278303,3.4739454094292808,5.707196029776675,0.902557931,4.911767690278303,3.4739454094292808,5.707196029776675,0.902557931,4,4,0,1.0,1.828792155244137,5.940061173306924e-05,4.887730444709802,0.7203932696385876,10.15118657,0.061552063,32.758403827458444,5.838956167634855,0.0,0,0,0,2.6,1,4,1.019803902718557,3.2,3,4,0.3999999999999999,4.0,4,4,0.0,2,2,2,0,0,0,0,0,1,1,1,0,0.018045362,807,807,0.6730116670092565
HUBERREGRESSOR,20,31101,1556,1555,0.2179449471770337,4.871223518131246,3.472668810289389,6.173633440514469,0.5865199640350323,4.871223518131246,3.472668810289389,6.173633440514469,0.5865199640350323,1,1,0,0.1666666666666666,0.1650496051956643,1.3316184819036588e-07,1.4030205603835944,0.0,1.1148124848891032,0.514360816,1.229257244326402,0.0,0.0,0,0,0,0.05,0,1,0.2179449471770336,0.2,0,1,0.4,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.013032046,0,0,0.1985152433458726
XGBRegressor,5,7006,1402,1401,0.4,4.724493712968422,3.9971448965024985,5.567451820128479,0.5820896577939523,4.724493712968422,3.9971448965024985,5.567451820128479,0.5820896577939523,6,4,2,1.0,1.010943233696498,8.746151671235993e-05,3.7049673343558265,0.6947131590593616,4.864091065355511,0.907663356,19.92490452028084,4.147131339562587,1.1064377682403437,1,2,0,2.2,1,3,0.7483314773547882,4.6,4,5,0.4898979485566356,5.6,5,6,0.4898979485566356,2,2,2,0,0,0,0,0,1,1,1,0,0.0215692,1401,1401,0.5004024235381879
HUBERREGRESSOR,5,9216,1844,1843,0.4,4.871984397785842,4.286489419424851,5.751492132392838,0.5388673935813166,4.871984397785842,4.286489419424851,5.751492132392838,0.5388673935813166,3,3,0,0.5,0.9092284162773782,0.017608753,1.5903303616332116,0.002551532,4.564897235814733,2.477140592030688,7.0894765700269256,0.004657474,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.3005360665427693,0,0,0.0
HUBERREGRESSOR,10,14011,1402,1401,0.3,4.967513524576392,4.425410421127766,5.710206995003569,0.3598420695676819,4.967513524576392,4.425410421127766,5.710206995003569,0.3598420695676819,6,6,0,0.5,1.1912999713733403,2.9443812234983017e-05,3.354212989307249,0.4346475620773474,6.975875195669849,1.0205916354670437,16.58249523768351,2.044701363,0.0,0,0,0,5.1,4,6,0.5385164807134504,5.0,5,5,0.0,6.0,6,6,0.0,3,3,3,0,1,1,1,0,1,1,1,0,0.1938190183383397,48,48,0.0
XGBRegressor,10,14011,1402,1401,0.3,4.888998178395093,3.640256959314775,5.995717344753747,0.5955401689041963,4.888998178395093,3.640256959314775,5.995717344753747,0.5955401689041963,1,1,0,0.5,0.8193270109078504,0.001169295,2.537569269856615,0.0,1.5376095781593828,0.1066792063832671,5.362365275282558,0.0,0.0,0,0,0,0.6,0,1,0.4898979485566356,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.021651192,0,0,0.5004024235381879
LinearSVR,15,42046,2804,2803,0.2494438257849294,5.025449941634099,4.352479486264716,5.850874063503389,0.3755228953607467,5.025449941634099,4.352479486264716,5.850874063503389,0.3755228953607467,6,5,1,0.1666666666666666,2.340490595338477,6.15062385051664e-06,3.927183933960712,0.5025093938060179,13.79987964206283,1.065018168564243,21.23469136604493,1.8040997621574264,1.0,1,1,0,3.4,0,6,1.781385228784985,5.133333333333334,5,6,0.339934634,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.024245766,0,0,0.3926744672275521
HUBERREGRESSOR,20,42041,2103,2102,0.2179449471770336,4.987988931583851,4.186489058039962,5.946717411988582,0.430356526,4.987988931583851,4.186489058039962,5.946717411988582,0.430356526,8,7,1,0.1666666666666666,1.7012147825006436,3.681304464603317e-06,3.903629374210823,0.5516670848354274,10.699376368897074,0.5012052844971344,22.032907883361183,1.7537921497410056,1.0,1,1,0,5.35,2,6,1.351850583459577,7.1,7,8,0.3,8.0,8,8,0.0,4,4,4,0,2,2,2,0,2,2,2,0,0.023429443,1051,1051,0.4227090878059908
XGBRegressor,10,11520,1152,1152,0.0,5.086805555555555,4.079861111111112,5.815972222222222,0.5877191277712068,5.086805555555555,4.079861111111112,5.815972222222222,0.5877191277712068,5,4,1,0.5,1.3258921815535485,0.003831444,4.732155010362825,0.7312006189662269,5.200251707435195,0.000979473,26.87701051266757,4.845753004951728,1.0,1,1,0,2.7,0,5,1.7916472867168918,4.4,4,5,0.4898979485566356,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.110680836,0,0,0.6730116670092565
XGBRegressor,5,13821,2765,2764,0.3999999999999999,5.194971252711823,4.811866859623734,5.680173661360347,0.3340595284548457,5.194971252711823,4.811866859623734,5.680173661360347,0.3340595284548457,3,2,1,0.1666666666666666,1.8292494242073527,0.02478149,4.454146306861659,0.000783292,9.125115750521868,1.081126899,23.734268292641897,0.004597206,1.0,1,1,0,1.0,0,2,0.8944271909999159,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.047976282,0,0,0.6730116670092565
LASSO,5,5760,1152,1152,0.0,4.84375,4.253472222222222,5.642361111111112,0.5132550520518919,4.84375,4.253472222222222,5.642361111111112,0.5132550520518919,4,4,0,1.0,1.1206381472217657,0.000236974,2.934640571,0.3726348941763843,5.687446875471626,0.2294682650466306,13.491426832650188,1.4784906581697463,0.0,0,0,0,2.4,1,4,1.2000000000000002,3.4,3,4,0.4898979485566356,4.0,4,4,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.3754704166909957,0,0,0.6730116670092565
LinearSVR,5,4606,922,921,0.4000000000000001,4.798024405237163,3.1487513572204127,6.297502714440825,1.0075122257197546,4.798024405237163,3.1487513572204127,6.297502714440825,1.0075122257197546,2,2,0,0.5,0.2403801635472236,0.002170677,0.7615276262357852,0.215956515,1.1838946249850806,0.5364679775818706,1.662225006039713,0.126153724,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.4892504979307757,0,0,0.0
HUBERREGRESSOR,20,20721,1037,1036,0.2179449471770337,4.951509403052315,3.957528957528957,5.8880308880308885,0.5091273284786575,4.951509403052315,3.957528957528957,5.8880308880308885,0.5091273284786575,5,5,0,0.1666666666666666,0.5206011995721014,0.020106275,1.0712666392417156,0.001543321,1.6272074965658612,0.098991602,3.839667299876387,0.005959986,0.0,0,0,0,1.8,0,5,2.357965225,5.0,5,5,0.0,5.0,5,5,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.1587745427491165,0,0,0.6730116670092565
XGBRegressor,15,12661,845,844,0.2494438257849293,4.9285827794759625,3.909952606635071,6.398104265402843,0.7057132678129497,4.9285827794759625,3.909952606635071,6.398104265402843,0.7057132678129497,5,5,0,0.5,2.0121799862409016,3.367118613672071e-05,4.833570822486218,0.7943462557355278,9.594463372566418,0.000675899,29.19897756874988,5.300255252965697,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.066666666666666,4,5,0.2494438257849294,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.122008079,0,0,0.0
LinearSVR,10,31101,3111,3110,0.3,4.958048455795792,4.501607717041801,5.530546623794212,0.3502272942020428,4.958048455795792,4.501607717041801,5.530546623794212,0.3502272942020428,3,3,0,0.1666666666666666,0.034525741,0.000491832,0.081250775,0.007855495,1.1989428980481311,0.7902296719760669,1.2826120491019215,0.062348024,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.319281795,0,0,0.0
LinearSVR,20,17280,864,864,0.0,5.086805555555555,4.050925925925926,5.787037037037037,0.5064566717296816,5.086805555555555,4.050925925925926,5.787037037037037,0.5064566717296816,5,5,0,0.1666666666666666,2.4037197638888896,1.725445854926719e-07,5.182654816675202,0.8222726354760163,16.118251415816292,0.8224925848454889,36.84495705007839,4.131859767558011,0.0,0,0,0,3.9,2,4,0.4358898943540674,4.1,4,5,0.3,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.017058108,0,0,0.1985152433458726
LinearSVR,15,27646,1844,1843,0.2494438257849294,4.973572592,4.232230059685295,5.860010851871948,0.463818655,4.973572592,4.232230059685295,5.860010851871948,0.463818655,2,1,1,0.1666666666666666,0.4370075398256606,0.000494018,1.5286839685031357,0.0,0.902540562,0.043031071,1.333929149278373,0.0,1.0,1,1,0,0.4,0,1,0.4898979485566356,1.0666666666666669,1,2,0.2494438257849294,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.062226582,0,0,0.6365141682948128
XGBRegressor,10,38011,3802,3801,0.3,5.051176349533423,4.786954234613361,5.393317548,0.161528608,5.051176349533423,4.786954234613361,5.393317548,0.161528608,4,4,0,0.1666666666666666,3.2089505201160216,0.8810621492901697,4.724318132839891,0.002628272,14.73937461,0.3426167403606843,27.734611372960025,0.036670278,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.053419567,0,0,0.0
LinearSVR,5,5760,1152,1152,0.0,5.260416666666667,4.340277777777778,5.989583333333334,0.556097826,5.260416666666667,4.340277777777778,5.989583333333334,0.556097826,5,5,0,1.0,2.704175636829888,0.000479025,4.795378131641564,0.4032175056012755,14.102043157081786,0.3346975633018245,27.62166416389866,2.8263868160203858,0.0,0,0,0,2.8,0,5,1.939071942966532,4.0,4,4,0.0,4.8,4,5,0.3999999999999999,4,4,4,0,2,2,2,0,0,0,0,0,0.011478961,0,0,0.6730116670092565
XGBRegressor,15,38011,2535,2534,0.2494438257849294,4.906457192050053,4.3409629044988165,5.562130177514793,0.3857837308614237,4.906457192050053,4.3409629044988165,5.562130177514793,0.3857837308614237,3,3,0,0.1666666666666666,1.365068542889135,0.03293533,4.568321956129175,0.9526189913928008,6.617500982898353,1.1917607796354308,24.89025694,5.162484794996604,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.1383911581265109,0,0,0.0
XGBRegressor,5,34560,6912,6912,0.0,5.052083333333333,4.875578703703703,5.208333333333334,0.1285582169648328,5.052083333333333,4.875578703703703,5.208333333333334,0.1285582169648328,6,5,1,0.1666666666666666,1.316817053,0.1995300762877901,4.371940919155196,0.7438424901625142,4.465157482764672,0.06111316,22.18125197312701,3.8755827511907337,1.0,1,1,0,3.6,1,6,2.154065922853802,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.048893579,0,0,0.6730116670092565
XGBRegressor,10,27641,2765,2764,0.3,5.046865799755576,4.6292947558770345,5.788712011577424,0.3377631508608037,5.046865799755576,4.6292947558770345,5.788712011577424,0.3377631508608037,4,4,0,0.1666666666666666,3.247671643078508,0.000189909,4.534387235947902,0.6356566970891374,15.884516805138857,0.061156409,24.83546634255229,3.402515996297105,0.0,0,0,0,3.2,1,4,0.8717797887081347,3.1,3,4,0.3,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.014157155,0,0,0.3250829733914482
XGBRegressor,10,9211,922,921,0.3,5.048353553267811,3.3659066232356136,6.080347448425624,0.7143289565360281,5.048353553267811,3.3659066232356136,6.080347448425624,0.7143289565360281,2,2,0,0.5,2.2459862463164155,0.8556718251057686,4.945855135,0.001669907,8.468908812752698,0.007191504,30.66946855881663,0.029850548,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.2743337612598929,0,0,0.0
XGBRegressor,5,6336,1268,1267,0.4,5.192486287437226,4.183109707971586,6.077348066298343,0.6414165829110657,5.192486287437226,4.183109707971586,6.077348066298343,0.6414165829110657,3,3,0,1.0,0.2355650426254688,0.001586017,1.5374379622461902,0.2842215818490552,0.8807157156759068,0.036790082,1.547909246,0.110318105,0.0,0,0,0,2.0,1,3,0.6324555320336759,2.2,2,3,0.3999999999999999,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.6592411939869347,0,0,0.6730116670092565
HUBERREGRESSOR,20,20721,1037,1036,0.2179449471770337,4.975612752854797,3.571428571428571,6.081081081081082,0.6265165530559392,4.975612752854797,3.571428571428571,6.081081081081082,0.6265165530559392,2,2,0,0.1666666666666666,0.1046135316399104,0.0,0.8637283948134087,0.1582620318239289,1.224955100990852,0.7845495570655889,1.6474656471138067,0.097513357,0.0,0,0,0,0.55,0,1,0.4974937185533099,1.05,1,2,0.2179449471770337,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.030878632,0,0,0.6881388137135884
ELASTICNETCV,10,27641,2765,2764,0.3,4.967231755220178,4.486251808972503,5.714285714285714,0.3465940756895435,4.967231755220178,4.486251808972503,5.714285714285714,0.3465940756895435,1,1,0,0.1666666666666666,0.2488876016940939,1.3045365828549438e-05,1.575047171079569,0.0,1.1539043959709885,1.0417014704077916,1.201304115,0.0,0.0,0,0,0,0.1,0,1,0.3,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.012130566,0,0,0.3250829733914482
XGBRegressor,10,27641,2765,2764,0.3,5.003455693585574,4.413892908827786,5.788712011577424,0.4485937290643482,5.003455693585574,4.413892908827786,5.788712011577424,0.4485937290643482,2,1,1,0.1666666666666666,0.4812677639341099,0.000110195,2.089399670237244,0.0,1.2832235117192357,0.4584981711765721,3.1687769332848057,0.0,1.0,1,1,0,0.2,0,1,0.4000000000000001,1.2,1,2,0.4,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.030401433,0,0,0.6730116670092565
XGBRegressor,5,6336,1268,1267,0.4,5.145155226459582,4.419889503,5.524861878453039,0.4091852100599292,5.145155226459582,4.419889503,5.524861878453039,0.4091852100599292,5,4,1,1.0,2.3604507247057125,0.093177942,4.660746543804869,0.5310219058160074,11.742146904675277,0.5305183415370625,26.89143000282681,4.627199589697952,1.0,1,1,0,4.2,4,5,0.3999999999999999,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1048522377427217,0,0,0.0
LASSO,10,12671,1268,1267,0.3,4.861573452777245,3.864353312,6.156274664561957,0.5498727006398423,4.861573452777245,3.864353312,6.156274664561957,0.5498727006398423,1,1,0,0.5,0.1947242577384617,1.0052375617211608e-06,0.8633551514409562,0.0,1.0971790155603138,0.5302790796105503,1.2367618629446029,0.0,0.0,0,0,0,0.2,0,1,0.4000000000000001,0.1,0,1,0.3,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.012214717,0,0,0.5004024235381879
LinearSVR,5,38016,7604,7603,0.3999999999999999,4.971592653,4.629751413915559,5.550440615546495,0.3071370138761653,4.971592653,4.629751413915559,5.550440615546495,0.3071370138761653,5,4,1,0.1666666666666666,1.7982415655851625,0.019386515,3.108953176939321,0.3580911342673973,9.34199489,0.712102544,15.602346779719364,1.2762819976593958,1.0,1,1,0,4.4,4,5,0.4898979485566356,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.024100303,0,0,0.0
